edad;ingresos;vivienda;tiempo trabajado;motivo;scoring;cantidad;tipo de interes;solvencia;ratio endeudamiento;impagos;historial crediticio
26;56100;hipoteca;10;medico;D;16000;;1;0.24;si;2
24;55000;hipoteca;8;medico;A;1800;7.49;0;0.03;no;3
26;139992;hipoteca;0;estudios;B;14400;;0;0.1;no;4
23;141000;hipoteca;1;viaje;B;15000;;0;0.11;no;3
21;30000;alquiler;5;estudios;A;12000;5.79;1;0.4;no;2
22;75000;alquiler;0;personal;A;8000;5.99;0;0.11;no;2
25;80208;hipoteca;1;medico;A;4000;5.42;0;0.05;no;3
26;53000;hipoteca;3;viaje;A;2800;6.03;0;0.05;no;3
23;42000;alquiler;5;viaje;B;6000;9.99;0;0.14;no;4
24;69996;alquiler;3;reforma;B;2500;12.53;0;0.04;no;4
23;36000;alquiler;2;deuda;D;16750;15.28;1;0.47;si;4
25;65004;alquiler;1;personal;C;4800;13.49;0;0.07;si;4
26;15436;alquiler;;reforma;A;5500;7.88;1;0.36;no;3
22;72000;pagada;6;estudios;B;16000;10.37;0;0.22;no;2
24;130000;alquiler;7;medico;B;24000;11.49;0;0.18;no;3
22;70000;alquiler;4;estudios;A;7550;7.51;0;0.11;no;3
24;70000;pagada;4;personal;A;9000;9.63;0;0.13;no;4
25;60000;alquiler;3;viaje;C;3000;13.47;1;0.05;si;3
23;50400;alquiler;3;estudios;B;5000;10.38;0;0.1;no;2
23;75000;alquiler;7;viaje;C;18000;12.73;0;0.24;no;2
25;85000;hipoteca;9;medico;A;4000;7.88;0;0.05;no;3
23;98280;hipoteca;7;personal;A;9400;6.62;0;0.1;no;3
23;90000;hipoteca;7;estudios;B;8000;10.36;0;0.09;no;3
22;53808;hipoteca;5;viaje;A;6000;8.9;0;0.11;no;2
23;81600;hipoteca;7;viaje;A;9000;7.49;0;0.11;no;3
23;30000;alquiler;2;deuda;D;10000;15.31;1;0.33;si;4
24;52000;hipoteca;7;medico;C;5000;14.22;0;0.1;si;3
25;45000;alquiler;4;deuda;C;15000;;1;0.33;no;2
24;48000;hipoteca;4;medico;A;4000;5.42;0;0.08;no;4
22;33000;alquiler;6;deuda;C;6000;13.85;0;0.18;no;3
21;35000;hipoteca;5;estudios;B;1500;9.63;0;0.04;no;2
23;118000;hipoteca;4;viaje;C;12000;13.11;0;0.1;no;2
26;95000;alquiler;0;viaje;B;12000;10.65;0;0.13;no;3
26;42000;alquiler;2;estudios;C;4800;14.27;1;0.11;si;2
22;64000;alquiler;7;viaje;D;13000;14.11;0;0.2;no;3
24;41160;alquiler;2;deuda;A;4000;;0;0.1;no;3
23;57000;pagada;7;estudios;B;4200;10.51;0;0.07;no;4
22;90000;hipoteca;6;medico;B;9500;;0;0.11;no;3
25;33000;alquiler;1;viaje;C;7100;14.65;1;0.22;si;3
25;216000;hipoteca;2;reforma;D;25000;16.07;0;0.12;no;2
26;37820;hipoteca;3;deuda;A;6300;;0;0.17;no;2
21;15360;alquiler;0;deuda;B;1600;12.69;0;0.1;no;3
24;45888;alquiler;5;estudios;A;9000;5.79;0;0.2;no;4
22;58000;alquiler;5;personal;B;4000;10;0;0.07;no;4
22;190000;alquiler;3;viaje;A;12600;6.92;0;0.07;no;3
26;75000;hipoteca;5;estudios;A;12500;5.99;0;0.17;no;4
22;41600;pagada;4;estudios;B;12000;12.42;0;0.29;no;4
23;90000;alquiler;0;estudios;A;12000;8.9;0;0.13;no;2
26;51996;alquiler;1;medico;C;10000;13.23;0;0.19;no;4
25;88500;alquiler;3;viaje;C;7200;13.47;0;0.08;si;2
26;30000;pagada;0;reforma;C;15000;13.22;0;0.5;si;2
23;45000;hipoteca;1;estudios;B;10000;12.21;0;0.22;no;4
24;30000;pagada;7;reforma;C;10000;12.61;0;0.33;si;2
25;32000;alquiler;1;medico;D;2500;16.45;1;0.08;no;3
22;36000;hipoteca;6;viaje;D;1400;14.84;0;0.04;no;2
23;48000;hipoteca;7;deuda;B;10000;10.65;0;0.21;no;4
23;24000;alquiler;4;deuda;A;5000;6.62;0;0.21;no;2
24;60000;alquiler;1;estudios;B;10000;;0;0.17;no;2
24;10000;alquiler;8;personal;A;3000;7.9;1;0.3;no;3
25;35000;alquiler;3;viaje;B;2400;12.53;0;0.07;no;2
23;39000;alquiler;1;deuda;D;6000;15.99;1;0.15;si;3
23;100000;hipoteca;7;estudios;A;15000;7.88;0;0.15;no;4
22;27120;alquiler;5;estudios;C;9250;13.11;1;0.34;no;3
25;25920;alquiler;0;viaje;B;2300;11.11;0;0.09;no;2
22;75000;alquiler;2;medico;C;20000;;0;0.27;si;2
24;102000;hipoteca;5;estudios;C;12000;15.27;0;0.12;si;3
25;50000;alquiler;3;personal;D;4000;14.61;0;0.08;si;4
26;94000;hipoteca;1;medico;A;5000;7.68;0;0.05;no;3
24;40000;alquiler;5;deuda;A;10000;7.88;0;0.25;no;3
24;69764;alquiler;2;viaje;D;1500;14.42;1;0.02;si;4
22;21600;alquiler;1;estudios;D;2400;16.29;1;0.11;no;4
26;20000;hipoteca;5;medico;A;4800;5.99;0;0.24;no;3
23;49000;hipoteca;7;medico;D;15000;19.82;1;0.31;si;3
24;128000;hipoteca;4;estudios;A;12000;6.03;0;0.09;no;2
25;62500;alquiler;6;reforma;B;4000;10.37;0;0.06;no;3
21;40000;alquiler;4;estudios;A;5000;5.79;0;0.13;no;2
22;44000;alquiler;1;viaje;D;16000;16.35;1;0.36;no;4
25;85000;hipoteca;5;estudios;C;9600;13.85;0;0.11;no;2
24;64600;alquiler;2;personal;A;5000;7.9;0;0.08;no;3
22;60000;hipoteca;6;deuda;B;3950;10.65;0;0.07;no;4
26;65000;hipoteca;11;viaje;A;10950;7.88;0;0.17;no;2
26;36800;alquiler;0;medico;B;5900;10.71;0;0.16;no;4
24;54000;hipoteca;8;personal;D;1500;14.42;1;0.03;si;4
23;16000;hipoteca;1;deuda;C;5600;12.84;1;0.35;si;2
23;39000;alquiler;3;medico;B;10000;11.99;1;0.26;no;2
24;45000;alquiler;8;personal;C;8000;12.73;0;0.18;no;2
23;78000;hipoteca;7;deuda;C;4200;13.06;0;0.05;si;3
24;100000;hipoteca;0;medico;C;10000;12.87;0;0.1;si;4
22;44400;alquiler;3;viaje;C;12800;12.73;0;0.29;no;4
26;55000;alquiler;1;estudios;C;3000;;0;0.05;si;2
25;125000;hipoteca;9;estudios;B;12000;9.91;0;0.1;no;3
25;37980;hipoteca;7;personal;A;3500;6.03;0;0.09;no;3
23;75000;pagada;8;viaje;A;8000;6.17;0;0.11;no;2
22;28800;alquiler;6;medico;B;8000;11.49;0;0.28;no;2
25;53000;hipoteca;4;estudios;A;6000;6.62;0;0.11;no;2
22;26004;alquiler;5;viaje;B;4800;10.99;0;0.18;no;3
25;70000;alquiler;3;medico;A;5600;7.9;0;0.08;no;3
21;38400;pagada;0;viaje;C;12200;;0;0.32;si;4
22;130000;hipoteca;3;viaje;B;24250;12.18;0;0.19;no;4
24;49000;hipoteca;0;reforma;B;5000;12.18;1;0.1;no;3
22;72000;alquiler;6;estudios;D;15000;17.19;0;0.21;no;4
26;78000;alquiler;6;deuda;C;18000;13.49;0;0.23;no;4
25;48000;alquiler;9;personal;B;4800;;0;0.1;no;4
21;27600;alquiler;4;estudios;A;7500;6.76;0;0.27;no;4
25;115000;hipoteca;4;personal;A;20000;6.91;0;0.17;no;4
22;56400;alquiler;2;estudios;A;9500;8.9;0;0.17;no;2
21;18000;alquiler;2;personal;B;4500;10.38;1;0.25;no;3
22;50000;alquiler;4;personal;A;10000;6.17;0;0.2;no;3
23;65000;hipoteca;1;deuda;A;7000;8.49;0;0.11;no;4
22;32240;alquiler;3;personal;C;15000;13.22;1;0.47;no;2
23;55000;hipoteca;5;estudios;A;15000;6.17;0;0.27;no;3
21;57000;alquiler;3;viaje;A;3000;5.42;0;0.05;no;2
23;26000;alquiler;1;estudios;B;4000;;0;0.15;no;4
25;69000;alquiler;1;personal;D;8000;13.99;1;0.12;no;2
25;75000;hipoteca;4;viaje;C;12000;13.49;0;0.16;no;2
22;59000;hipoteca;7;personal;D;4900;15.62;1;0.08;no;3
24;37000;alquiler;8;estudios;D;10500;;0;0.28;no;4
22;70000;hipoteca;5;deuda;B;21000;8.88;0;0.3;no;3
22;54000;alquiler;4;medico;C;8075;13.06;0;0.15;no;3
24;79000;alquiler;8;deuda;A;21000;7.9;0;0.27;no;4
25;26000;alquiler;4;medico;C;8000;12.87;1;0.31;si;3
23;159996;hipoteca;2;personal;A;12000;5.42;0;0.08;no;4
22;52000;hipoteca;5;viaje;A;6000;7.9;0;0.12;no;2
22;17280;alquiler;0;viaje;D;3500;;1;0.2;si;4
23;50000;hipoteca;3;estudios;A;10000;6.03;0;0.2;no;4
24;45000;alquiler;3;personal;A;7800;7.51;0;0.17;no;2
25;128500;hipoteca;1;reforma;C;15000;12.53;0;0.12;si;3
24;87000;hipoteca;5;deuda;B;10000;10.36;0;0.11;no;2
22;18000;alquiler;1;estudios;B;7000;10.65;1;0.39;no;3
24;65000;alquiler;0;viaje;B;7000;11.83;0;0.11;no;3
26;105000;alquiler;1;deuda;B;12100;;0;0.12;no;3
23;92004;alquiler;6;medico;C;30000;15.23;1;0.33;si;2
22;55000;alquiler;2;deuda;A;6000;8.9;0;0.11;no;4
24;36000;alquiler;5;viaje;D;6000;14.96;0;0.17;no;3
26;39000;alquiler;2;estudios;A;8000;6.62;0;0.21;no;2
23;60000;hipoteca;7;viaje;A;7200;;0;0.12;no;4
25;44000;alquiler;1;medico;D;8000;12.92;1;0.18;no;2
25;150000;hipoteca;9;deuda;B;25000;10.25;0;0.17;no;4
25;78600;alquiler;0;medico;C;8400;13.48;0;0.11;no;4
21;18000;alquiler;;medico;C;2400;14.72;0;0.13;no;3
23;30000;alquiler;1;estudios;D;1450;15.58;1;0.05;si;3
22;54000;alquiler;4;estudios;D;5000;16.35;1;0.09;no;4
25;24000;alquiler;9;personal;B;9600;11.71;1;0.4;no;3
23;25920;alquiler;4;personal;D;10000;15.58;1;0.39;no;4
23;36000;alquiler;1;estudios;A;7000;7.9;0;0.19;no;4
22;126500;alquiler;1;deuda;C;19200;13.79;0;0.15;si;3
22;54000;alquiler;4;viaje;B;5600;9.63;0;0.1;no;3
24;39996;pagada;0;personal;A;3000;7.37;0;0.08;no;2
23;58200;hipoteca;2;personal;B;13000;;0;0.22;no;3
23;80196;pagada;2;personal;B;30000;9.91;0;0.37;no;3
23;21600;alquiler;2;reforma;D;6000;14.42;1;0.28;no;2
24;22800;pagada;3;medico;B;4750;11.36;0;0.21;no;4
26;48000;alquiler;10;estudios;B;4225;9.83;0;0.09;no;3
23;69996;hipoteca;7;viaje;A;3000;6.39;0;0.04;no;4
26;20000;hipoteca;1;deuda;A;1500;7.74;0;0.07;no;4
22;55000;alquiler;6;viaje;C;6000;14.27;0;0.11;no;3
23;30000;alquiler;0;deuda;B;5000;11.86;0;0.17;no;4
25;50000;hipoteca;2;personal;A;10000;7.9;0;0.2;no;4
23;75000;hipoteca;5;personal;B;5000;11.12;0;0.07;no;2
25;30720;alquiler;6;medico;B;10000;10.37;1;0.33;no;3
26;41892;alquiler;8;deuda;C;11300;13.22;0;0.27;si;4
26;18700;alquiler;2;medico;A;1500;5.42;0;0.08;no;3
23;58000;pagada;0;viaje;B;16000;12.21;0;0.28;no;4
23;34000;pagada;7;estudios;A;10950;7.29;0;0.32;no;2
22;29100;alquiler;2;viaje;D;6250;16.07;1;0.21;no;4
23;149385;pagada;7;personal;A;7000;8.94;0;0.05;no;2
23;36000;alquiler;;deuda;B;9000;11.11;0;0.25;no;4
26;76668;alquiler;10;deuda;A;7200;9.63;0;0.09;no;4
25;155004;hipoteca;9;deuda;A;10500;7.49;0;0.07;no;3
24;46800;hipoteca;6;deuda;A;12000;6.99;0;0.26;no;3
21;46800;hipoteca;;medico;A;5000;7.51;0;0.11;no;4
25;85000;alquiler;9;reforma;A;5750;7.29;0;0.07;no;3
26;58000;alquiler;0;reforma;B;20000;10.25;1;0.34;no;4
25;47412;hipoteca;0;estudios;A;6500;8.59;0;0.14;no;3
22;45000;alquiler;3;estudios;B;5000;11.11;0;0.11;no;4
22;25200;alquiler;1;estudios;B;4000;;0;0.16;no;3
26;41400;alquiler;5;medico;B;7300;9.45;0;0.18;no;2
24;45000;hipoteca;3;viaje;C;15000;13.06;0;0.33;no;3
23;21000;alquiler;6;estudios;A;7500;6.91;1;0.36;no;2
23;46800;pagada;7;viaje;C;9000;;0;0.19;no;4
21;65000;hipoteca;5;deuda;B;2200;12.42;0;0.03;no;3
23;38800;alquiler;2;estudios;A;14575;;1;0.38;no;2
23;30000;hipoteca;3;estudios;B;4500;10.62;0;0.15;no;4
23;69996;pagada;2;viaje;B;10000;;0;0.14;no;3
24;23000;alquiler;1;medico;C;5000;;0;0.22;no;4
24;75000;hipoteca;5;reforma;A;12000;5.99;0;0.16;no;4
26;38400;alquiler;7;viaje;C;3200;13.49;0;0.08;no;2
24;72400;hipoteca;4;estudios;D;25000;17.99;0;0.35;si;2
24;74900;hipoteca;8;reforma;A;3500;6.39;0;0.05;no;3
23;72000;hipoteca;6;reforma;C;12000;13.61;1;0.17;no;4
25;60000;pagada;8;viaje;B;14000;11.12;0;0.23;no;2
25;18000;alquiler;3;estudios;C;8500;10.28;1;0.47;si;4
24;35000;alquiler;8;personal;A;5000;7.88;0;0.14;no;3
24;70000;hipoteca;1;reforma;B;9000;11.83;0;0.13;no;3
26;16428;alquiler;0;medico;C;2400;12.23;0;0.15;no;3
21;32400;alquiler;2;viaje;C;10000;13.23;1;0.31;si;3
23;82500;hipoteca;0;personal;A;5000;8.49;0;0.06;no;2
24;88000;hipoteca;8;deuda;D;30000;18.62;1;0.34;no;3
26;150000;hipoteca;3;viaje;B;25000;9.99;0;0.17;no;4
23;21000;alquiler;2;viaje;C;3000;12.68;0;0.14;no;3
25;67000;alquiler;9;personal;C;5000;13.92;1;0.07;si;4
22;28000;alquiler;6;personal;B;1000;10.25;1;0.04;no;3
26;33600;alquiler;4;personal;D;3300;15.65;0;0.1;si;2
25;120000;alquiler;1;reforma;A;12000;;0;0.1;no;3
25;54000;alquiler;;reforma;D;12000;16.77;1;0.22;no;2
22;65000;hipoteca;4;estudios;A;9000;9.63;0;0.14;no;3
22;72204;alquiler;2;estudios;C;6700;13.47;0;0.09;si;4
23;36000;alquiler;7;personal;C;1200;13.99;0;0.03;no;3
21;60000;hipoteca;5;estudios;A;6000;6.91;0;0.1;no;2
24;54996;alquiler;0;deuda;C;12500;12.87;0;0.23;no;2
25;16000;alquiler;0;personal;A;3200;9.32;1;0.2;no;4
21;90000;alquiler;3;estudios;B;4800;9.62;0;0.05;no;2
24;72000;alquiler;5;reforma;B;8000;10;0;0.11;no;2
22;34992;alquiler;1;deuda;B;5000;;0;0.14;no;2
24;112500;hipoteca;3;deuda;C;8600;13.11;0;0.08;no;4
26;40000;alquiler;10;personal;D;6925;15.99;0;0.17;no;4
25;42000;alquiler;2;viaje;D;10000;14.91;1;0.24;no;2
22;36000;hipoteca;0;personal;B;12375;;0;0.34;no;3
23;89000;alquiler;7;estudios;C;7000;;0;0.08;si;3
21;46000;alquiler;2;personal;D;5200;17.27;1;0.11;si;3
22;30000;hipoteca;6;deuda;B;3000;11.49;0;0.1;no;3
23;26000;hipoteca;3;deuda;B;7800;10.59;0;0.3;no;3
21;50000;hipoteca;5;personal;C;9000;13.49;0;0.18;no;2
22;44094;alquiler;1;personal;A;3600;7.37;0;0.08;no;2
23;30000;alquiler;1;medico;A;8400;;1;0.28;no;2
24;46000;hipoteca;8;personal;A;2000;7.66;0;0.04;no;2
22;75000;hipoteca;6;viaje;D;25000;14.96;0;0.33;si;3
22;30000;alquiler;4;estudios;B;10000;11.86;1;0.33;no;4
25;26729;alquiler;5;viaje;B;7300;11.14;0;0.27;no;4
22;115000;hipoteca;6;estudios;A;12000;5.99;0;0.1;no;3
22;32400;hipoteca;1;deuda;A;5500;;0;0.17;no;2
25;67000;hipoteca;9;personal;C;25000;10.91;1;0.37;no;3
25;96000;hipoteca;6;viaje;C;21000;14.65;0;0.22;no;4
24;48720;alquiler;;estudios;C;10000;13.85;0;0.21;si;3
21;30000;alquiler;2;viaje;B;7000;10.99;0;0.23;no;3
26;175000;alquiler;2;estudios;B;17000;9.88;0;0.1;no;2
25;60000;alquiler;1;estudios;A;10000;;0;0.17;no;4
24;48996;alquiler;5;viaje;C;5000;13.79;0;0.1;no;4
22;52320;hipoteca;6;estudios;D;15000;12.86;0;0.29;no;2
26;35000;alquiler;10;estudios;B;12875;;1;0.37;no;3
25;36000;alquiler;1;deuda;D;15000;15.05;1;0.42;si;2
22;66614;hipoteca;6;medico;D;11000;17.99;1;0.14;si;2
22;16800;hipoteca;0;deuda;C;4750;13.85;1;0.28;si;4
21;61464;hipoteca;5;reforma;C;4000;;1;0.07;si;2
24;52728;alquiler;4;estudios;A;5000;7.74;0;0.09;no;4
23;55000;pagada;6;viaje;C;18500;13.16;0;0.34;no;3
25;48000;alquiler;0;reforma;D;3200;;1;0.07;si;4
25;74000;pagada;1;medico;A;16000;8.49;0;0.22;no;3
24;82726;hipoteca;7;reforma;C;20000;;0;0.24;no;4
25;5000;alquiler;0;estudios;B;1000;9.64;1;0.2;no;4
26;46800;hipoteca;;personal;D;6000;14.91;0;0.13;si;3
22;38400;hipoteca;;personal;B;5000;11.49;0;0.13;no;3
22;80000;hipoteca;5;viaje;B;9500;11.71;0;0.12;no;3
24;156000;hipoteca;8;personal;B;15000;10.25;0;0.1;no;2
24;48000;hipoteca;8;medico;A;10000;7.49;0;0.21;no;3
25;43200;alquiler;3;viaje;C;3000;13.8;0;0.07;no;2
25;80000;alquiler;0;medico;B;11200;;0;0.14;no;2
23;81000;alquiler;7;estudios;C;18000;13.98;0;0.22;no;4
25;76000;alquiler;1;estudios;A;5000;7.9;0;0.07;no;3
23;135000;hipoteca;1;estudios;D;12500;15.99;0;0.09;no;4
22;55000;hipoteca;6;estudios;C;1400;13.49;0;0.03;si;3
22;27500;alquiler;1;estudios;B;4250;10.99;0;0.15;no;4
25;42000;hipoteca;9;medico;A;9100;;0;0.22;no;3
24;43300;hipoteca;2;estudios;B;24000;10.62;0;0.55;no;2
25;24996;alquiler;8;deuda;C;2500;12.98;0;0.1;no;4
25;72000;hipoteca;9;viaje;A;3200;6.39;0;0.04;no;4
23;138000;hipoteca;7;viaje;B;2700;11.86;0;0.02;no;4
26;159960;hipoteca;11;reforma;A;18325;7.49;0;0.11;no;2
24;64000;hipoteca;7;deuda;D;4000;20.89;1;0.06;si;2
24;51000;alquiler;7;personal;D;9600;15.31;0;0.19;si;4
22;30000;alquiler;6;estudios;B;7000;9.62;1;0.23;no;4
22;22000;pagada;1;deuda;D;8500;15.05;0;0.39;no;4
24;23500;hipoteca;2;reforma;B;7000;10.38;0;0.3;no;4
26;220836;hipoteca;10;personal;B;9000;11.26;0;0.04;no;2
21;19200;pagada;0;medico;B;2400;9.91;0;0.13;no;4
25;65000;alquiler;4;reforma;C;15000;13.49;0;0.23;si;3
23;65000;hipoteca;7;estudios;A;5500;7.88;0;0.08;no;2
26;145000;alquiler;1;deuda;B;10000;10.99;0;0.07;no;3
22;78700;hipoteca;6;personal;A;7000;7.68;1;0.09;no;3
23;21000;pagada;2;viaje;C;6000;15.27;0;0.29;no;2
26;24000;alquiler;5;medico;A;6000;6.62;0;0.25;no;2
22;42000;alquiler;0;personal;A;3600;7.37;0;0.09;no;3
24;46704;alquiler;2;personal;B;9000;11.49;0;0.19;no;3
24;65000;hipoteca;3;estudios;B;12000;9.91;0;0.18;no;4
22;66000;alquiler;6;personal;C;16800;13.49;0;0.25;si;2
21;60000;hipoteca;2;viaje;B;6000;10.62;0;0.1;no;2
25;30720;hipoteca;3;medico;B;2000;11.12;0;0.07;no;4
26;50000;alquiler;10;personal;B;18950;;1;0.38;no;3
23;80000;hipoteca;1;estudios;C;12000;13.48;0;0.15;si;4
22;41000;pagada;0;personal;A;1000;6.99;0;0.02;no;2
25;150000;alquiler;2;reforma;A;8750;7.74;0;0.06;no;2
23;122000;alquiler;7;medico;C;14000;13.48;0;0.11;no;4
22;27996;alquiler;0;estudios;D;2200;15.95;1;0.08;no;3
22;30000;alquiler;2;deuda;B;6000;12.42;0;0.2;no;4
23;30000;alquiler;3;personal;D;3000;15.2;0;0.1;si;4
21;40000;pagada;1;personal;C;15000;13.16;0;0.38;si;4
22;130000;hipoteca;3;deuda;C;14500;;0;0.11;no;2
22;41500;alquiler;6;personal;D;2500;15.62;0;0.06;no;2
24;98000;pagada;8;viaje;A;12000;7.49;0;0.12;no;2
26;42000;alquiler;3;deuda;A;4500;7.66;0;0.11;no;2
24;65000;hipoteca;7;viaje;A;1525;5.42;0;0.02;no;3
21;45000;hipoteca;5;viaje;A;18000;7.88;0;0.4;no;2
23;21000;pagada;7;estudios;B;7500;12.69;0;0.36;no;2
24;39000;alquiler;2;deuda;D;16000;19.91;1;0.41;no;3
24;70000;pagada;8;personal;B;24250;12.18;0;0.35;no;2
25;95000;hipoteca;5;deuda;B;18000;10.99;0;0.19;no;3
26;51000;hipoteca;2;viaje;A;12000;6.17;0;0.24;no;4
26;200000;hipoteca;4;medico;C;15000;14.79;0;0.07;no;4
21;65496;hipoteca;3;deuda;B;13250;10.37;0;0.2;no;4
24;34000;hipoteca;0;deuda;B;10000;12.18;0;0.29;no;4
22;43000;alquiler;6;estudios;B;13500;10.95;1;0.31;no;4
23;44000;alquiler;2;personal;C;6000;14.22;0;0.14;si;3
22;39000;alquiler;4;estudios;A;5000;6.99;0;0.13;no;2
22;50004;alquiler;5;estudios;D;5300;14.42;0;0.11;no;2
25;150000;hipoteca;9;reforma;B;20000;8.88;0;0.13;no;4
21;21600;hipoteca;6;medico;A;7575;;0;0.35;no;2
25;80000;hipoteca;5;personal;A;18000;5.79;0;0.23;no;3
21;25000;pagada;0;estudios;B;8800;9.33;0;0.35;no;3
22;120000;hipoteca;3;viaje;C;5000;14.79;0;0.04;si;3
22;50500;pagada;6;estudios;B;6000;11.83;0;0.12;no;2
22;49536;hipoteca;6;estudios;A;5200;6.62;0;0.1;no;3
24;39000;alquiler;8;medico;D;1500;15.62;0;0.04;si;3
25;30000;alquiler;4;estudios;C;2000;14.22;0;0.07;no;2
24;39000;hipoteca;3;deuda;A;5600;5.42;0;0.14;no;4
24;40000;hipoteca;2;viaje;B;2500;9.99;0;0.06;no;3
22;60000;hipoteca;5;viaje;A;5600;7.49;0;0.09;no;4
25;78000;hipoteca;9;estudios;B;14200;11.48;0;0.18;no;3
26;71004;alquiler;0;deuda;D;20000;13.36;1;0.28;no;2
24;130000;hipoteca;3;deuda;B;25000;11.83;0;0.19;no;3
24;87000;hipoteca;7;deuda;B;25000;10.99;0;0.29;no;4
25;90000;alquiler;9;estudios;B;10000;12.42;0;0.11;no;4
23;30996;pagada;2;viaje;B;5000;11.86;0;0.16;no;4
25;87000;hipoteca;4;viaje;B;13000;11.26;0;0.15;no;4
25;32000;alquiler;9;medico;D;15000;16.45;1;0.47;si;2
24;31000;alquiler;2;estudios;C;10000;14.65;1;0.32;si;3
25;48000;hipoteca;3;deuda;B;4800;10.74;0;0.1;no;4
25;60000;hipoteca;2;estudios;B;12500;11.49;0;0.21;no;4
23;20124;alquiler;;medico;C;5950;13.49;0;0.3;si;3
24;55000;hipoteca;8;reforma;A;5500;8.59;0;0.1;no;4
26;165000;hipoteca;10;estudios;C;20000;13.22;0;0.12;si;2
25;84000;alquiler;0;personal;B;4500;12.18;0;0.05;no;2
25;84000;hipoteca;8;medico;B;8500;11.83;0;0.1;no;4
24;33996;alquiler;2;estudios;D;5000;14.96;1;0.15;si;4
23;30000;alquiler;6;deuda;A;4800;7.49;0;0.16;no;4
22;38000;hipoteca;6;deuda;A;8500;5.42;0;0.22;no;2
21;28776;hipoteca;;viaje;A;8000;8.9;0;0.28;no;2
21;60000;alquiler;3;estudios;B;10000;12.18;0;0.17;no;2
23;80500;alquiler;5;viaje;B;7200;9.25;0;0.09;no;3
25;58650;hipoteca;4;medico;D;20000;14.09;1;0.29;si;4
23;42000;pagada;7;estudios;B;4400;11.89;0;0.1;no;4
25;72000;alquiler;;deuda;A;17000;7.88;0;0.24;no;3
22;23800;alquiler;2;personal;A;8800;9.32;1;0.37;no;2
23;32400;alquiler;4;medico;A;4500;7.49;0;0.14;no;3
24;60140;alquiler;2;deuda;A;7000;8.59;0;0.12;no;4
21;36000;alquiler;3;medico;C;18500;10.91;1;0.51;no;2
23;50000;alquiler;4;viaje;B;18225;10.74;1;0.36;no;3
26;130000;alquiler;0;reforma;C;4550;13.57;0;0.04;si;4
21;35000;pagada;2;estudios;A;11000;7.88;0;0.31;no;3
23;70000;hipoteca;4;personal;C;6000;13.16;0;0.09;si;4
25;33772;alquiler;3;viaje;D;3600;16.02;1;0.11;si;3
21;65000;alquiler;0;viaje;B;12000;11.71;0;0.18;no;3
25;55000;alquiler;7;reforma;C;8500;14.22;0;0.15;si;3
22;43600;hipoteca;4;deuda;D;10000;14.96;1;0.23;no;2
22;50004;hipoteca;0;estudios;D;11000;15.68;0;0.22;si;3
25;48000;hipoteca;9;estudios;C;7000;12.09;0;0.15;si;2
24;40000;alquiler;6;estudios;A;5000;6.17;0;0.13;no;2
25;23198;alquiler;2;viaje;A;6000;8;0;0.26;no;2
22;48000;alquiler;3;viaje;A;4000;;0;0.08;no;3
23;84000;alquiler;0;estudios;A;12500;6.54;0;0.15;no;4
23;63000;hipoteca;7;estudios;A;20000;7.9;0;0.32;no;3
22;57996;hipoteca;2;viaje;B;2500;12.53;0;0.04;no;4
24;75000;pagada;8;viaje;B;29800;;0;0.4;no;3
20;188004;hipoteca;4;personal;A;2000;8.59;0;0.01;no;2
25;39000;hipoteca;9;deuda;C;3000;13.99;0;0.08;no;2
24;85000;hipoteca;4;deuda;B;7750;11.12;0;0.09;no;4
26;125000;hipoteca;10;personal;A;10200;7.49;0;0.08;no;2
24;54000;hipoteca;5;personal;A;11000;5.42;0;0.2;no;2
23;55000;alquiler;0;deuda;C;10200;12.73;0;0.19;no;2
24;141000;pagada;8;estudios;A;10000;7.49;0;0.07;no;2
22;35100;alquiler;0;estudios;C;1000;13.98;0;0.03;si;3
24;20400;alquiler;3;deuda;C;7550;14.79;1;0.37;si;3
22;37000;hipoteca;6;viaje;B;7500;10.95;0;0.2;no;3
25;67000;alquiler;3;medico;A;7000;8.94;0;0.1;no;2
21;57000;pagada;5;viaje;B;8000;10.65;0;0.14;no;2
22;51000;alquiler;6;estudios;A;7500;5.99;0;0.15;no;3
23;140000;pagada;6;estudios;C;16400;15.96;0;0.12;no;2
25;60000;hipoteca;5;viaje;D;3000;14.59;0;0.05;si;4
25;69900;hipoteca;9;deuda;A;5050;5.42;0;0.07;no;3
25;48000;alquiler;3;medico;C;9000;13.79;0;0.19;si;2
25;70000;alquiler;2;reforma;C;7000;13.79;0;0.1;si;2
26;81000;alquiler;10;viaje;D;21000;16.95;1;0.26;no;2
22;24000;alquiler;0;personal;D;1500;18.79;1;0.06;si;4
22;90000;hipoteca;6;deuda;A;16000;6.03;0;0.18;no;3
25;42900;alquiler;5;personal;A;12000;8.9;0;0.28;no;3
23;65000;hipoteca;4;estudios;D;13600;15.62;0;0.21;no;3
24;62400;alquiler;8;viaje;B;20000;11.12;1;0.32;no;2
23;45000;alquiler;0;estudios;C;1775;12.72;0;0.04;no;2
24;45000;hipoteca;2;reforma;B;9200;11.89;0;0.2;no;4
23;130208;hipoteca;7;deuda;C;20000;12.73;0;0.15;no;3
22;23587;alquiler;4;reforma;B;2000;11.89;1;0.08;no;2
22;69500;hipoteca;6;medico;C;6000;13.48;0;0.09;no;3
24;42200;alquiler;5;medico;A;4450;9.32;0;0.11;no;4
